restaurant_visits,restaurant_spend_usd,bar_lounge_visits,spa_treatments_count,spa_spend_usd,gym_checkins_count,pool_beach_visits_count,activity_bookings_count,kids_club_sessions,tour_bookings_count,business_center_hours,concierge_requests_count,transport_requests_count,laundry_requests_count,service_complaint_count,total_dining_spend,total_wellness_usage,total_business_services,family_activity_score,guest_cluster
7,337.83,1,0,0.0,0,0,4,0,0,0.0,3,0,0,1,337.83,0,3.0,4,0
8,538.25,3,0,0.0,3,3,1,0,1,0.0,1,1,0,0,734.87,6,2.0,2,0
2,73.66,1,6,583.47,1,2,0,0,1,0.0,2,1,0,0,73.66,9,3.0,1,2
4,303.14,2,6,820.43,4,4,0,0,0,0.0,0,0,0,0,391.62,14,0.0,0,2
1,41.22,0,0,0.0,1,0,0,0,3,0.0,4,5,0,0,41.22,1,9.0,3,3
2,66.45,1,0,0.0,0,0,0,0,1,0.0,1,1,0,2,134.38,0,2.0,1,4
7,556.93,1,1,164.5,0,6,1,6,2,0.0,0,0,0,2,634.56,7,0.0,9,1
4,252.85,1,3,362.64,4,2,2,0,1,0.0,2,1,0,0,252.85,9,3.0,3,2
0,0.0,2,0,0.0,0,0,0,0,1,0.0,0,1,0,1,0.0,0,1.0,1,4
5,391.03,1,1,137.87,0,2,1,4,2,0.0,3,1,0,0,570.3499999999999,3,4.0,7,1
3,210.7,0,2,441.67,3,4,3,0,0,2.8,2,0,0,0,210.7,9,4.8,3,2
7,724.42,1,4,904.93,3,5,4,0,2,0.0,4,0,3,0,798.5699999999999,12,7.0,6,2
1,40.3,3,0,0.0,2,1,5,0,5,0.0,3,3,1,0,98.77,3,7.0,10,5
3,92.71,2,0,0.0,1,0,1,0,0,0.0,0,1,0,0,195.26999999999998,1,1.0,1,4
10,1068.92,3,4,963.66,2,1,0,2,3,0.0,1,3,0,0,1284.96,7,4.0,5,0
5,230.22,2,0,0.0,0,0,1,0,0,0.0,0,0,0,0,397.55,0,0.0,1,4
0,0.0,2,0,0.0,0,0,0,0,0,0.4,1,3,2,0,479.13,0,6.4,0,3
3,150.03,0,0,0.0,1,0,0,0,0,0.0,0,0,0,0,238.71,1,0.0,0,4
8,806.67,1,0,0.0,2,4,2,0,2,0.0,3,0,2,0,857.8499999999999,6,5.0,4,0
3,305.6,1,2,414.42,0,3,0,3,0,0.0,3,2,1,0,305.6,5,6.0,3,1
7,560.3,1,2,271.78,3,2,0,0,0,0.0,2,1,0,0,672.3,7,3.0,0,2
1,78.03,2,0,0.0,0,0,0,0,0,1.0,1,1,3,0,157.99,0,6.0,0,3
1,60.4,1,0,0.0,3,0,0,0,0,0.4,4,0,2,0,256.53,3,6.4,0,3
7,570.68,1,0,0.0,0,5,0,0,1,0.0,1,0,1,0,570.68,5,2.0,1,0
5,204.5,1,0,0.0,0,1,6,4,1,0.0,1,0,0,1,204.5,1,1.0,11,1
3,321.99,2,0,0.0,3,2,2,1,5,0.0,2,1,1,1,400.64,5,4.0,8,5
2,207.2,3,7,1650.2,2,3,4,0,1,4.7,2,1,0,0,289.53,12,7.7,5,2
2,101.29,1,0,0.0,1,0,0,0,1,3.2,3,1,1,0,228.47000000000003,1,8.2,1,3
3,228.57,2,0,0.0,0,0,0,0,0,0.9,1,1,3,1,335.0,0,5.9,0,3
2,161.34,0,0,0.0,2,5,1,8,1,0.0,1,1,1,0,250.07999999999998,7,3.0,10,1
0,0.0,2,0,0.0,2,0,4,0,2,0.0,3,3,0,0,0.0,2,6.0,6,5
2,77.71,0,0,0.0,2,0,0,0,1,2.9,2,2,3,0,147.69,2,9.9,1,3
3,278.33,0,2,261.36,1,6,2,0,2,0.0,2,0,0,0,357.74,9,2.0,4,2
4,332.26,1,1,235.29,4,1,1,0,0,0.0,4,0,0,1,372.76,6,4.0,1,2
2,198.25,1,1,219.38,3,1,5,0,6,0.0,1,6,0,0,263.68,5,7.0,11,5
8,622.85,4,1,174.34,0,1,1,0,0,0.0,2,0,1,0,695.4200000000001,2,3.0,1,0
2,112.23,1,2,172.11,2,2,0,0,0,0.3,0,1,0,1,287.25,6,1.3,0,4
0,0.0,0,0,0.0,0,0,1,0,0,0.0,1,0,0,0,0.0,0,1.0,1,4
2,86.22,1,0,0.0,0,0,0,0,0,0.0,1,2,0,3,86.22,0,3.0,0,4
5,445.45,1,3,452.83,1,5,1,0,1,0.0,1,1,1,0,561.81,9,3.0,2,2
8,573.9,7,3,294.03,2,0,0,0,0,0.0,0,0,0,0,842.95,5,0.0,0,0
1,77.9,2,0,0.0,0,0,2,0,0,0.0,2,0,1,0,77.9,0,3.0,2,4
0,0.0,2,0,0.0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0.0,1,4
9,512.18,5,0,0.0,0,0,0,0,0,0.0,1,0,0,0,719.3399999999999,0,1.0,0,0
4,264.88,0,1,86.53,1,1,0,0,1,0.0,2,0,1,0,403.11,3,3.0,1,4
8,868.89,0,5,1375.6,2,7,1,0,1,0.0,3,1,1,1,943.5,14,5.0,2,2
3,136.33,0,1,112.56,4,0,1,0,2,0.0,1,0,0,1,216.77,5,1.0,3,4
2,202.28,1,3,497.76,2,0,2,0,0,0.0,1,0,0,0,202.28,5,1.0,2,2
3,379.29,1,0,0.0,2,1,4,0,1,0.0,3,1,1,0,496.67,3,5.0,5,5
3,273.38,2,0,0.0,2,1,3,0,1,0.0,2,4,0,1,315.4,3,6.0,4,5
3,128.21,0,0,0.0,0,0,0,0,0,0.0,0,4,0,0,221.58,0,4.0,0,4
5,113.25,1,0,0.0,1,2,4,6,1,0.0,3,0,0,0,198.95,3,3.0,11,1
3,307.56,1,3,747.86,2,3,0,0,1,1.3,0,0,1,0,414.75,8,2.3,1,2
2,152.13,1,0,0.0,0,3,3,3,2,0.0,2,1,2,0,359.13,3,5.0,8,1
1,98.93,0,0,0.0,0,0,8,0,2,0.0,5,0,1,0,98.93,0,6.0,10,5
7,627.62,1,1,282.81,1,5,4,3,0,0.0,1,1,0,0,881.98,7,2.0,7,1
5,366.42,0,1,174.74,2,3,4,0,6,0.0,5,2,0,1,436.67,6,7.0,10,5
0,0.0,0,0,0.0,0,0,0,0,0,5.4,1,3,2,0,94.54,0,11.4,0,3
2,227.08,1,0,0.0,1,0,0,0,0,2.5,1,0,1,0,291.83000000000004,1,4.5,0,4
6,395.13,0,5,746.92,7,0,0,0,1,0.0,4,1,0,0,481.78999999999996,12,5.0,1,2
0,0.0,2,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,4
7,586.57,1,0,0.0,1,7,1,0,3,0.0,1,0,0,0,801.36,8,1.0,4,0
3,128.87,1,0,0.0,1,1,2,0,1,4.4,3,4,0,0,128.87,2,11.4,3,3
3,273.77,8,0,0.0,1,3,0,0,1,0.0,1,2,1,0,620.17,4,4.0,1,0
5,404.72,0,1,178.02,0,1,2,8,1,0.0,3,0,0,0,517.84,2,3.0,11,1
3,101.1,0,2,217.34,1,4,2,0,0,0.0,3,0,1,0,239.14,7,4.0,2,2
3,175.2,1,0,0.0,2,3,0,0,0,0.0,1,1,4,0,229.14999999999998,5,6.0,0,3
5,522.07,3,4,535.75,0,8,2,0,2,0.0,1,0,2,1,522.07,12,3.0,4,2
3,205.81,2,2,387.51,2,3,0,0,0,1.9,2,0,3,0,316.43,7,6.9,0,2
10,902.77,2,4,540.23,1,2,2,0,2,0.0,3,2,1,0,1129.23,7,6.0,4,0
4,505.17,8,2,473.92,0,0,1,0,0,0.0,1,1,2,1,567.6,2,4.0,1,0
6,361.19,4,0,0.0,1,0,1,0,2,0.0,1,1,0,1,703.47,1,2.0,3,0
8,616.65,5,1,190.82,2,0,0,0,1,0.0,1,3,0,0,812.52,3,4.0,1,0
1,72.48,0,0,0.0,0,0,0,0,0,0.0,2,0,0,0,72.48,0,2.0,0,4
2,234.62,0,1,218.15,2,1,1,1,1,0.0,0,1,1,0,305.21000000000004,4,2.0,3,4
1,94.1,1,1,189.03,0,0,1,0,1,4.4,2,2,7,0,241.63,1,15.4,2,3
5,497.22,0,1,226.45,1,2,2,2,1,0.0,1,3,1,0,565.51,4,5.0,5,1
6,232.61,5,3,342.81,0,1,1,0,0,0.0,1,1,0,0,486.0,4,2.0,1,0
6,757.63,1,1,186.31,3,2,0,0,0,0.0,0,0,1,0,968.36,6,1.0,0,0
6,666.71,3,1,254.49,5,4,4,0,1,0.0,2,0,1,0,784.4300000000001,10,3.0,5,2
2,257.36,2,1,204.01,1,2,3,0,4,0.0,1,1,2,0,257.36,4,4.0,7,5
2,132.85,1,0,0.0,0,4,3,5,1,0.0,0,0,0,0,132.85,4,0.0,9,1
7,670.76,3,1,205.13,2,4,3,0,1,0.0,3,0,0,0,759.45,7,3.0,4,0
0,0.0,2,0,0.0,1,0,0,0,0,3.0,5,3,4,0,100.25,1,15.0,0,3
0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1,47.19,0,0.0,0,4
5,611.07,1,0,0.0,3,2,6,0,0,0.0,3,0,2,0,611.07,5,5.0,6,5
7,532.67,2,3,406.45,3,4,2,0,0,1.7,2,0,2,0,717.18,10,5.7,2,2
7,310.8,2,2,163.09,1,4,2,0,3,0.0,3,1,2,0,490.12,7,6.0,5,5
11,702.82,1,0,0.0,1,0,1,0,1,0.0,0,1,1,1,820.82,1,2.0,2,0
3,128.58,4,1,90.36,0,0,1,0,0,0.0,0,1,0,0,204.61,1,1.0,1,4
0,0.0,1,0,0.0,0,0,0,0,0,1.0,4,5,0,0,244.15,0,10.0,0,3
1,73.74,1,0,0.0,0,6,2,2,3,0.0,2,0,0,0,266.21,6,2.0,7,1
1,60.31,0,0,0.0,1,0,0,0,0,0.0,0,0,0,0,131.84,1,0.0,0,4
4,332.72,1,1,224.92,1,3,3,0,1,0.0,3,0,1,0,365.72,5,4.0,4,0
2,124.83,1,0,0.0,2,0,0,0,0,0.4,3,1,5,0,187.09,2,9.4,0,3
2,129.75,3,0,0.0,1,0,0,0,0,0.2,2,4,2,0,204.76,1,8.2,0,3
5,297.85,5,0,0.0,0,1,0,0,0,0.0,0,2,2,0,701.8900000000001,1,4.0,0,0
3,278.11,1,1,184.58,0,7,1,0,5,0.0,1,1,0,0,278.11,8,2.0,6,1
0,0.0,2,0,0.0,0,0,0,0,0,5.0,1,2,1,1,32.71,0,9.0,0,3
3,208.24,1,0,0.0,0,2,3,7,1,0.0,2,0,1,0,273.73,2,3.0,11,1
0,0.0,0,0,0.0,1,1,3,0,2,0.0,5,1,1,0,0.0,2,7.0,5,5
3,226.15,1,2,324.39,0,5,2,5,1,0.0,3,1,0,1,409.34000000000003,7,4.0,8,1
2,102.43,1,0,0.0,1,0,0,0,2,4.3,4,2,1,1,353.15,1,11.3,2,3
7,480.95,1,1,180.21,0,4,4,0,0,0.0,4,1,0,0,743.73,5,5.0,4,0
4,272.89,5,0,0.0,0,3,0,0,0,0.0,4,0,1,0,437.83,3,5.0,0,0
1,51.06,2,0,0.0,3,2,1,0,1,0.0,0,2,1,0,103.13,5,3.0,2,4
3,190.05,0,2,190.93,1,3,1,0,1,0.0,1,0,0,0,271.21000000000004,6,1.0,2,4
1,42.47,0,0,0.0,0,0,0,0,0,3.1,0,1,2,0,42.47,0,6.1,0,3
7,541.14,0,1,145.42,1,5,2,7,0,0.0,3,2,0,0,609.0699999999999,7,5.0,9,1
0,0.0,0,0,0.0,0,0,0,1,0,1.2,0,0,0,0,0.0,0,1.2,1,4
8,537.36,1,2,252.38,1,2,3,0,2,0.0,3,0,1,1,596.8100000000001,5,4.0,5,0
5,234.25,0,7,448.37,0,4,4,0,3,0.0,2,1,1,1,343.82,11,4.0,7,2
4,355.4,3,0,0.0,3,3,4,0,3,0.0,6,1,3,0,355.4,6,10.0,7,5
2,178.82,0,0,0.0,0,7,3,4,1,0.0,0,3,0,0,245.77999999999997,7,3.0,8,1
1,43.05,2,0,0.0,2,0,0,0,0,3.4,4,2,1,1,155.74,2,10.4,0,3
6,447.67,0,1,201.58,1,6,5,7,4,0.0,1,1,1,0,513.1700000000001,8,3.0,16,1
3,147.02,2,0,0.0,1,0,4,2,2,0.0,2,7,0,0,204.95000000000002,1,9.0,8,5
9,733.41,1,4,487.09,3,3,2,0,1,0.0,2,0,0,0,914.37,10,2.0,3,2
0,0.0,1,0,0.0,1,1,1,0,0,0.0,1,0,0,0,0.0,2,1.0,1,4
3,239.48,1,1,158.43,1,2,1,7,2,0.0,2,1,0,1,298.39,4,3.0,10,1
1,85.56,3,0,0.0,0,0,0,0,0,2.9,4,1,1,1,182.93,0,8.9,0,3
7,485.42,3,0,0.0,2,3,0,0,1,0.0,0,0,2,0,928.99,5,2.0,1,0
5,364.28,2,6,920.32,1,7,2,0,2,0.0,1,0,0,0,440.66999999999996,14,1.0,4,2
1,113.65,0,0,0.0,0,0,0,0,0,2.2,4,2,4,0,489.46000000000004,0,12.2,0,3
1,66.66,1,0,0.0,0,1,0,0,0,0.0,0,2,1,1,66.66,1,3.0,0,4
9,898.05,2,6,978.04,1,5,4,0,1,0.0,4,1,1,0,1127.77,12,6.0,5,2
2,141.68,0,0,0.0,0,0,0,0,3,0.0,1,0,0,0,141.68,0,1.0,3,4
2,130.38,0,0,0.0,0,0,1,0,0,0.0,0,1,0,0,214.28,0,1.0,1,4
3,168.56,3,2,408.24,2,2,1,0,0,0.0,2,2,1,0,168.56,6,5.0,1,2
5,400.37,6,1,167.17,1,1,2,0,0,0.0,0,1,0,0,658.3,3,1.0,2,0
0,0.0,0,0,0.0,0,1,1,0,3,0.0,2,1,0,0,0.0,1,3.0,4,4
7,517.38,0,0,0.0,1,4,3,4,0,0.0,1,1,2,0,641.98,5,4.0,7,1
2,83.68,2,0,0.0,0,0,8,0,4,0.0,4,2,1,1,216.32,0,7.0,12,5
1,62.69,1,0,0.0,1,1,0,0,0,0.0,0,3,0,2,62.69,2,3.0,0,4
3,324.24,2,2,301.75,1,3,1,0,1,5.0,2,1,2,0,324.24,6,10.0,2,3
2,98.7,1,0,0.0,1,0,0,0,0,4.0,8,1,1,0,161.9,1,14.0,0,3
2,76.2,2,0,0.0,0,1,2,0,0,0.0,4,2,0,0,137.58,1,6.0,2,4
0,0.0,1,0,0.0,2,0,4,0,3,0.8,4,1,1,0,0.0,2,6.8,7,5
2,114.05,1,0,0.0,1,0,0,0,0,0.2,2,3,0,0,189.23000000000002,1,5.2,0,4
2,141.08,2,0,0.0,1,0,0,0,0,2.4,3,2,3,0,301.67,1,10.4,0,3
2,126.21,0,0,0.0,2,0,0,0,0,2.6,5,0,2,0,199.43,2,9.6,0,3
6,534.49,0,0,0.0,1,3,0,0,0,1.8,2,2,0,0,611.83,4,5.8,0,0
1,65.99,2,0,0.0,0,0,0,0,0,3.3,2,3,1,2,65.99,0,9.3,0,3
2,207.92,0,2,416.92,3,0,3,0,1,0.0,1,1,3,0,397.16999999999996,5,5.0,4,2
4,509.43,2,0,0.0,0,3,4,0,2,0.0,5,1,0,0,571.79,3,6.0,6,5
7,855.99,2,2,394.9,0,0,3,0,1,0.0,4,2,1,0,1057.46,2,7.0,4,0
8,736.77,0,4,709.21,0,2,4,0,0,0.0,3,0,0,1,964.92,6,3.0,4,2
4,230.3,0,1,92.21,0,2,3,8,0,0.0,2,2,0,0,544.5699999999999,3,4.0,11,1
0,0.0,0,0,0.0,0,0,1,0,0,0.0,0,0,0,1,0.0,0,0.0,1,4
1,49.75,2,0,0.0,0,0,0,0,0,0.0,2,2,0,0,49.75,0,4.0,0,4
3,237.98,2,1,175.09,2,4,3,0,4,0.0,6,4,0,0,376.53999999999996,7,10.0,7,5
4,175.63,1,4,331.91,2,3,0,0,0,0.0,2,0,0,0,175.63,9,2.0,0,2
1,61.1,1,0,0.0,0,0,0,0,0,0.9,3,1,2,2,167.7,0,6.9,0,3
2,109.11,0,0,0.0,0,5,2,6,0,0.0,4,1,0,1,244.7,5,5.0,8,1
1,60.41,1,0,0.0,0,0,0,0,1,0.0,1,0,0,1,203.18,0,1.0,1,4
3,165.22,0,0,0.0,0,0,3,3,1,0.0,4,3,1,0,310.69,0,8.0,7,5
4,295.84,0,3,490.58,1,1,1,0,2,0.0,0,0,0,0,295.84,5,0.0,3,2
6,622.49,1,0,0.0,0,0,7,0,2,0.0,5,2,1,1,622.49,0,8.0,9,5
4,430.81,0,0,0.0,0,0,3,0,4,0.0,2,1,1,0,515.16,0,4.0,7,5
1,56.6,2,0,0.0,0,0,0,0,0,0.0,2,0,1,1,98.78,0,3.0,0,4
5,514.0,2,1,230.89,2,0,0,0,1,0.0,1,0,1,0,569.06,3,2.0,1,0
5,407.5,0,1,161.66,1,1,2,0,3,0.0,5,4,0,0,500.83,3,9.0,5,5
8,377.29,0,2,288.53,1,3,1,0,1,0.0,0,1,1,0,377.29,6,2.0,2,2
4,459.38,0,0,0.0,2,3,3,6,3,0.0,1,0,1,0,607.25,5,2.0,12,1
8,838.64,2,0,0.0,0,5,2,4,1,0.0,2,1,0,1,890.28,5,3.0,7,1
6,429.58,0,6,711.36,4,1,4,2,4,0.0,4,1,1,0,600.21,11,6.0,10,2
3,373.21,5,4,707.42,0,0,0,0,2,0.0,1,1,0,0,608.14,4,2.0,2,0
6,372.18,0,0,0.0,0,2,4,5,1,0.0,3,0,1,1,459.27,2,4.0,10,1
1,59.32,2,0,0.0,0,0,0,0,0,0.0,0,0,2,0,59.32,0,2.0,0,4
5,448.4,0,4,910.35,2,4,3,0,1,0.0,2,0,2,0,511.95,10,4.0,4,2
0,0.0,0,0,0.0,0,0,1,0,0,0.0,0,0,0,2,0.0,0,0.0,1,4
0,0.0,1,2,125.56,0,1,4,0,1,0.0,2,0,1,0,0.0,3,3.0,5,4
0,0.0,3,0,0.0,1,0,1,0,0,2.6,0,2,3,0,292.2,1,7.6,1,3
3,342.89,4,0,0.0,0,0,0,0,1,0.0,0,1,0,0,394.03,0,1.0,1,4
7,465.96,1,2,289.03,4,3,10,0,2,0.0,3,1,0,0,465.96,9,4.0,12,5
0,0.0,0,0,0.0,0,0,0,0,1,0.8,1,0,2,0,85.2,0,3.8,1,4
1,87.72,1,0,0.0,1,0,1,0,0,0.0,2,0,1,0,181.92000000000002,1,3.0,1,4
2,129.23,3,0,0.0,1,1,1,0,2,0.0,1,2,1,0,399.21000000000004,2,4.0,3,4
4,435.9,5,1,269.25,1,0,0,0,0,0.0,0,1,1,0,711.99,2,2.0,0,0
4,341.99,3,1,154.12,1,1,0,0,4,0.0,5,2,0,1,341.99,3,7.0,4,5
2,147.74,1,2,227.09,3,2,0,0,1,0.0,1,0,2,0,373.62,7,3.0,1,2
6,359.1,1,0,0.0,0,6,4,2,3,0.0,1,1,1,1,359.1,6,3.0,9,1
3,156.07,5,0,0.0,0,0,1,0,0,0.0,0,0,1,0,658.88,0,1.0,1,0
0,0.0,2,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,4
7,634.99,5,1,165.8,0,1,0,0,1,0.0,2,1,0,1,828.26,2,3.0,1,0
4,264.63,1,3,516.83,6,0,3,0,0,0.0,1,0,1,0,364.90999999999997,9,2.0,3,2
8,384.08,2,2,161.25,1,5,4,1,1,0.0,1,2,0,1,438.52,8,3.0,6,1
1,87.98,2,0,0.0,1,0,0,0,1,1.2,5,2,4,0,173.99,1,12.2,1,3
0,0.0,0,0,0.0,2,0,0,0,1,2.2,1,3,2,1,56.78,2,8.2,1,3
5,477.96,2,2,259.68,0,3,2,0,1,0.0,4,2,3,0,477.96,5,9.0,3,0
5,517.66,0,4,643.89,1,5,2,0,1,0.0,4,0,1,0,653.39,10,5.0,3,2
3,154.63,4,1,200.31,1,2,1,0,3,0.0,2,2,0,0,154.63,4,4.0,4,5
4,425.48,0,0,0.0,1,3,5,2,1,0.0,1,3,0,0,523.36,4,4.0,8,1
6,317.34,0,0,0.0,1,0,1,1,3,0.0,2,0,0,0,317.34,1,2.0,5,4
2,174.68,1,0,0.0,2,1,5,0,3,0.0,2,0,0,1,174.68,3,2.0,8,5
1,56.83,0,2,272.71,0,3,2,0,0,0.0,2,3,0,0,115.50999999999999,5,5.0,2,4
6,413.15,4,4,742.24,4,2,1,0,0,0.0,1,1,1,0,413.15,10,3.0,1,2
9,442.99,1,0,0.0,0,3,2,1,2,0.0,3,1,0,0,625.15,3,4.0,5,0
10,693.58,1,3,275.5,0,1,1,0,3,0.0,4,0,1,0,1019.82,4,5.0,4,0
6,501.41,0,0,0.0,0,4,2,5,0,0.0,1,0,0,0,580.78,4,1.0,7,1
0,0.0,3,0,0.0,0,0,0,0,0,4.7,4,1,1,0,0.0,0,10.7,0,3
6,478.79,1,2,138.47,0,2,3,0,5,0.0,5,3,0,0,478.79,4,8.0,8,5
4,135.66,2,1,116.18,5,0,1,0,2,0.0,1,0,3,0,198.97,6,4.0,3,2
3,246.6,0,0,0.0,1,7,7,1,0,0.0,0,1,0,0,246.6,8,1.0,8,1
1,75.07,0,0,0.0,0,0,1,0,0,0.0,0,0,0,0,75.07,0,0.0,1,4
3,222.41,0,1,241.85,2,3,1,3,1,0.0,1,0,3,1,307.57,6,4.0,5,1
5,382.39,0,2,151.56,3,3,3,3,1,0.0,0,1,0,0,382.39,8,1.0,7,1
0,0.0,1,0,0.0,0,0,0,0,1,0.0,0,2,0,0,0.0,0,2.0,1,4
5,531.52,2,3,575.61,1,8,2,0,0,0.0,1,0,2,1,591.56,12,3.0,2,2
1,46.72,0,0,0.0,0,0,0,0,0,0.0,1,0,1,0,46.72,0,2.0,0,4
2,208.12,1,0,0.0,1,0,1,0,1,4.4,1,3,4,0,266.61,1,12.4,2,3
5,312.74,2,1,162.09,1,2,1,0,1,0.0,4,1,3,0,551.06,4,8.0,2,0
7,593.77,2,4,523.59,1,3,3,0,1,0.0,2,1,1,0,799.5,8,4.0,4,2
2,77.98,0,0,0.0,1,0,0,0,1,3.9,3,0,0,0,144.39,1,6.9,1,3
3,184.63,2,0,0.0,0,0,0,0,0,1.8,2,2,3,0,439.73,0,8.8,0,3
4,315.23,0,0,0.0,1,4,3,6,3,0.0,1,2,0,0,596.6600000000001,5,3.0,12,1
4,359.63,2,0,0.0,2,0,2,0,2,0.0,3,2,0,0,471.52,2,5.0,4,5
5,493.04,0,2,466.43,1,2,3,0,3,0.0,1,1,0,0,609.6700000000001,5,2.0,6,2
3,266.75,2,5,1000.4,2,2,1,0,1,0.0,0,0,0,0,429.23,9,0.0,2,2
5,357.0,1,0,0.0,1,2,2,0,3,0.0,1,0,0,0,357.0,3,1.0,5,0
1,30.66,0,0,0.0,0,1,1,0,0,0.0,0,0,0,0,30.66,1,0.0,1,4
3,202.38,3,0,0.0,1,0,6,0,7,0.0,0,1,1,1,266.6,1,2.0,13,5
4,404.51,3,2,328.94,3,2,0,0,0,0.0,0,2,0,0,719.0699999999999,7,2.0,0,2
2,92.81,2,0,0.0,2,0,4,0,5,0.0,4,1,2,0,92.81,2,7.0,9,5
3,258.15,0,0,0.0,0,5,2,5,4,0.0,2,1,0,0,349.7,5,3.0,11,1
3,244.43,1,0,0.0,4,2,3,0,5,0.0,5,4,1,1,244.43,6,10.0,8,5
2,96.97,2,0,0.0,4,0,3,0,2,0.0,1,1,1,0,185.26,4,3.0,5,5
8,327.3,4,0,0.0,1,0,0,0,2,0.0,1,2,0,0,394.16,1,3.0,2,0
3,311.34,3,1,224.92,1,5,1,0,1,0.0,2,1,2,1,535.0999999999999,7,5.0,2,0
3,303.1,2,0,0.0,2,5,4,0,4,0.0,1,2,0,0,303.1,7,3.0,8,5
3,359.49,2,2,458.54,0,3,2,0,0,0.0,2,0,0,0,539.83,5,2.0,2,0
2,45.51,0,0,0.0,0,2,1,6,2,0.0,2,0,0,0,169.0,2,2.0,9,1
1,75.2,1,0,0.0,1,0,0,0,0,2.7,1,4,1,0,177.18,1,8.7,0,3
6,400.63,3,2,254.74,1,0,1,0,0,0.0,4,1,1,0,666.54,3,6.0,1,0
1,76.25,3,0,0.0,0,0,0,0,0,0.0,1,1,1,0,76.25,0,3.0,0,4
4,401.52,2,2,567.49,3,4,1,0,0,0.0,1,2,4,0,531.54,9,7.0,1,2
4,525.57,3,0,0.0,1,0,1,0,1,0.0,0,1,1,0,626.82,1,2.0,2,0
6,619.39,1,3,98.13,2,1,5,0,4,0.0,3,1,1,0,688.47,6,5.0,9,5
4,412.56,0,0,0.0,5,0,6,0,2,0.0,3,3,2,0,554.64,5,8.0,8,5
5,393.18,1,1,160.51,0,4,1,5,0,0.0,4,0,1,0,570.96,5,5.0,6,1
6,558.43,0,4,435.45,2,0,1,0,0,1.7,2,0,0,0,650.8699999999999,6,3.7,1,2
0,0.0,2,1,174.3,0,0,0,0,0,2.1,6,3,3,0,96.16,1,14.1,0,3
5,423.98,1,1,197.35,1,8,6,0,1,0.0,3,1,3,0,459.70000000000005,10,7.0,7,1
9,724.97,1,2,258.6,1,2,2,0,2,0.0,1,0,1,0,813.51,5,2.0,4,0
4,217.08,2,4,1045.74,2,3,0,0,0,0.0,4,0,0,0,442.26,9,4.0,0,2
3,244.24,0,5,659.61,1,2,2,0,0,0.0,2,2,0,0,349.51,8,4.0,2,2
3,242.75,2,2,312.71,2,4,3,0,0,0.0,2,0,1,0,384.53,8,3.0,3,2
1,105.83,0,0,0.0,0,2,2,0,0,4.5,1,2,0,0,255.46999999999997,2,7.5,2,3
2,125.76,2,0,0.0,1,0,1,0,0,0.6,3,0,5,0,276.11,1,8.6,1,3
3,251.42,0,2,458.87,2,2,2,0,0,0.0,2,1,0,0,381.64,6,3.0,2,2
2,155.43,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,242.12,0,1.0,0,4
5,252.73,0,2,232.31,1,2,3,4,1,0.0,1,1,0,1,291.06,5,2.0,8,1
8,713.07,7,4,688.07,2,2,2,0,3,0.0,2,0,3,0,766.0200000000001,8,5.0,5,2
0,0.0,1,0,0.0,2,0,0,0,0,2.7,3,3,1,0,58.83,2,9.7,0,3
4,388.29,1,5,815.07,4,6,2,0,1,0.0,1,0,0,0,577.86,15,1.0,3,2
2,165.03,1,0,0.0,1,2,4,0,2,0.0,5,1,0,0,165.03,3,6.0,6,5
0,0.0,0,0,0.0,1,0,0,0,1,2.2,2,1,5,0,211.43,1,10.2,1,3
3,264.77,3,0,0.0,2,0,0,0,0,2.8,2,0,3,0,353.21999999999997,2,7.8,0,3
2,92.84,1,0,0.0,1,2,0,0,1,5.9,3,4,1,0,177.67000000000002,3,13.9,1,3
0,0.0,3,0,0.0,1,0,0,0,1,2.1,3,3,1,0,136.41,1,9.1,1,3
6,372.04,2,1,141.04,4,2,2,0,0,0.0,6,0,0,0,532.01,7,6.0,2,2
3,299.55,1,0,0.0,1,3,1,5,1,0.0,4,1,1,0,353.83000000000004,4,6.0,7,1
1,63.46,2,0,0.0,0,0,0,0,0,2.9,1,3,2,0,225.94,0,8.9,0,3
3,217.52,1,0,0.0,2,1,4,0,1,0.0,3,1,1,0,217.52,3,5.0,5,5
8,609.49,1,0,0.0,1,4,3,6,0,0.0,2,1,0,0,609.49,5,3.0,9,1
7,581.46,3,1,206.99,0,1,0,0,0,0.0,0,0,1,0,747.34,2,1.0,0,0
1,81.25,2,0,0.0,3,0,0,0,0,5.3,2,2,3,0,191.36,3,12.3,0,3
1,84.74,3,0,0.0,0,1,5,0,4,0.0,2,1,1,1,84.74,1,4.0,9,5
0,0.0,1,1,131.07,1,0,1,0,0,3.0,4,2,1,0,71.37,2,10.0,1,3
7,278.27,0,0,0.0,1,4,5,5,1,0.0,1,0,2,2,463.28,5,3.0,11,1
1,71.84,2,0,0.0,2,0,1,0,0,4.0,1,1,2,0,71.84,2,8.0,1,3
1,107.63,1,0,0.0,0,1,0,0,2,0.0,4,0,0,0,154.07999999999998,1,4.0,2,4
